Average_MW	MONO_MW	FORMULA	KEGG_ID	NAME	PUBCHEM_CID	CAS_ID	PATHWAY	hmdbid	super_class	class	sub_class	origin
 176.2151;	 176.095;	 C10H12N2O	C00780	 Serotonin; 3-(2-Aminoethyl)-1H-indol-5-ol; 5-Hydroxytryptamine; Enteramine;	 PubChem: 4041	 CAS: 50-67-9	 map00380 Tryptophan metabolism; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04024 cAMP signaling pathway; map04080 Neuroactive ligand-receptor interaction; map04361 Axon regeneration; map04540 Gap junction; map04721 Synaptic vesicle cycle; map04726 Serotonergic synapse; map04742 Taste transduction; map04750 Inflammatory mediator regulation of TRP channels; map04976 Bile secretion; map05207 Chemical carcinogenesis - receptor activation; map07211 Serotonin receptor agonists/antagonists	HMDB0000259	Organoheterocyclic compounds	Indoles and derivatives	Tryptamines and derivatives	Endogenous
 176.2151;	 176.095;	 C10H12N2O	C17203	 N-Hydroxyl-tryptamine;	 PubChem: 96023612	NULL	 map00380 Tryptophan metabolism; map01100 Metabolic pathways	HMDB0255154	Organoheterocyclic compounds	Indoles and derivatives	Indoles	null
 176.2151;	 176.095;	 C10H12N2O	C21075	" 5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol; 6-Hydroxy-N-methylmyosmine;"	 PubChem: 295369337	NULL	 map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 176.2151;	 176.095;	 C10H12N2O	C21762	 4-Hydroxytryptamine;	 PubChem: 354339112	 CAS: 570-14-9	 map00901 Indole alkaloid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 192.2145;	 192.0899;	 C10H12N2O2	C09907	 Acanthicifoline;	 PubChem: 12093	 CAS: 76193-60-7	NULL	NA	NA	NA	NA	NA
 192.2145;	 192.0899;	 C10H12N2O2	C16151	" 2,6-Dihydroxy-N-methylmyosmine;"	 PubChem: 47205461	NULL	 map00760 Nicotinate and nicotinamide metabolism; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 208.2139;	 208.0848;	 C10H12N2O3	C00328	 L-Kynurenine; 3-Anthraniloyl-L-alanine;	 PubChem: 3622	 CAS: 2922-83-0	 map00380 Tryptophan metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors; map05143 African trypanosomiasis	HMDB0000684	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 208.2139;	 208.0848;	 C10H12N2O3	C01718	 Kynurenine; 3-Anthraniloylalanine;	 PubChem: 4855	 CAS: 343-65-7	NULL	HMDB0250769	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 208.2139;	 208.0848;	 C10H12N2O3	C05647	 Formyl-5-hydroxykynurenamine;	 PubChem: 7958	NULL	 map00380 Tryptophan metabolism	HMDB0012948	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 240.2789;	 240.0569;	 C10H12N2O3S	C10965	 Bentazone;	 PubChem: 13148	 CAS: 25057-89-0	NULL	HMDB0248965	Benzenoids	null	null	null
 240.2789;	 240.0569;	 C10H12N2O3S	C16880	 S 1319;	 PubChem: 96023386	 CAS: 220752-37-4	NULL	NA	NA	NA	NA	NA
 224.2133;	 224.0797;	 C10H12N2O4	C02794	 3-Hydroxykynurenine; 3-Hydroxy-DL-kynurenine;	 PubChem: 5745	 CAS: 2147-61-7	NULL	HMDB0000732	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 224.2133;	 224.0797;	 C10H12N2O4	C03227	 3-Hydroxy-L-kynurenine;	 PubChem: 6099	 CAS: 606-14-4	 map00380 Tryptophan metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	HMDB0011631	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 224.2133;	 224.0797;	 C10H12N2O4	C05651	 5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine;	 PubChem: 7962	NULL	 map00380 Tryptophan metabolism; map01100 Metabolic pathways	HMDB0012819	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 224.2133;	 224.0797;	 C10H12N2O4	C07312	" Stavudine; d4T; 2',3'-Didehydro-3'-deoxythimidine; Sanilvudine;"	 PubChem: 9520	 CAS: 3056-17-5	NULL	HMDB0014787	"Nucleosides, nucleotides, and analogues"	Nucleoside and nucleotide analogues	null	null
 240.2127;	 240.0746;	 C10H12N2O5	C14302	" Dinoseb; 2,4-Dinitro-6-(1-methylpropyl)phenol;"	 PubChem: 17395302	 CAS: 88-85-7	NULL	HMDB0032559	Benzenoids	Phenols	Nitrophenols	Endogenous
 240.2127;	 240.0746;	 C10H12N2O5	C18671	 Dinoterb;	 PubChem: 124489345	 CAS: 1420-07-1	NULL	NA	NA	NA	NA	NA
 272.2777;	 272.0467;	 C10H12N2O5S	C07756	 7-Aminocephalosporanic acid; 7-Aminocephalosporinic acid; 7-ACA; (7R)-7-Aminocephalosporanate;	 PubChem: 9958	 CAS: 957-68-6	 map00311 Penicillin and cephalosporin biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 317.3243;	 317.0058;	 C10H12N3O3PS2	C11018	 Azinphos-methyl; Azinphos methyl;	 PubChem: 13201	 CAS: 86-50-0	NULL	HMDB0248807	Organoheterocyclic compounds	"Benzo-1,2,3-triazines"	Benzotriazine organothiophosphates	null
 236.2273;	 236.0909;	 C10H12N4O3	C06953	 Didanosine;	 PubChem: 9168	 CAS: 69655-05-6	NULL	HMDB0015037	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	"Purine 2',3'-dideoxyribonucleosides"	null
 236.2273;	 236.0909;	 C10H12N4O3	C20463	 Purine deoxyribonucleoside; Purine 2'-deoxyribonucleoside;	 PubChem: 163312200	NULL	NULL	NA	NA	NA	NA	NA
 252.2267;	 252.0859;	 C10H12N4O4	C01736	 Nebularine; Purine riboside; N-D-Ribosylpurine;	 PubChem: 4871	 CAS: 550-33-4	NULL	HMDB0029956	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	null	Endogenous
 252.2267;	 252.0859;	 C10H12N4O4	C05512	 Deoxyinosine; 2'-Deoxyinosine;	 PubChem: 7859	 CAS: 890-38-0	 map00230 Purine metabolism; map01100 Metabolic pathways; map01232 Nucleotide metabolism; map02010 ABC transporters	HMDB0000071	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	Purine 2'-deoxyribonucleosides	Endogenous
 252.2267;	 252.0859;	 C10H12N4O4	C15586	 N-D-Ribosylpurine; Purine nucleoside; Purine ribonucleoside;	 PubChem: 17396578	NULL	NULL	NA	NA	NA	NA	NA
 252.2267;	 252.0859;	 C10H12N4O4	C21102	 5'-Deoxyinosine;	 PubChem: 312642071	NULL	NULL	NA	NA	NA	NA	NA
 268.2261;	 268.0808;	 C10H12N4O5	C00294	 Inosine;	 PubChem: 3588	 CAS: 58-63-9	 map00230 Purine metabolism; map01100 Metabolic pathways; map01232 Nucleotide metabolism; map02010 ABC transporters	HMDB0000195	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	null	Endogenous
 300.2911;	 300.0528;	 C10H12N4O5S	C07771	 Tazobactam;	 PubChem: 9973	 CAS: 89786-04-9	NULL	HMDB0015544	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	null
 284.2255;	 284.0757;	 C10H12N4O6	C01762	 Xanthosine;	 PubChem: 4895	 CAS: 146-80-5	 map00230 Purine metabolism; map00232 Caffeine metabolism; map01065 Biosynthesis of alkaloids derived from histidine and purine; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01232 Nucleotide metabolism; map02010 ABC transporters	HMDB0000299	"Nucleosides, nucleotides, and analogues"	Purine nucleosides	null	Endogenous
 300.2249;	 300.0706;	 C10H12N4O7	C05513	 Urate-3-ribonucleoside; Uric acid ribonucleoside; Urate D-ribonucleoside;	 PubChem: 7860	 CAS: 2124-54-1	 map00230 Purine metabolism; map01100 Metabolic pathways	HMDB0029920	Organoheterocyclic compounds	Imidazopyrimidines	Purines and purine derivatives	Endogenous
 313.2065;	 313.0576;	 C10H12N5O5P	C00968	" 3',5'-Cyclic dAMP;"	 PubChem: 4218	NULL	NULL	NA	NA	NA	NA	NA
 329.2059;	 329.0525;	 C10H12N5O6P	C00575	" 3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP;"	 PubChem: 3854	 CAS: 60-92-4	" map00230 Purine metabolism; map01100 Metabolic pathways; map01522 Endocrine resistance; map02025 Biofilm formation - Pseudomonas aeruginosa; map02026 Biofilm formation - Escherichia coli; map04010 MAPK signaling pathway; map04014 Ras signaling pathway; map04015 Rap1 signaling pathway; map04020 Calcium signaling pathway; map04022 cGMP-PKG signaling pathway; map04024 cAMP signaling pathway; map04062 Chemokine signaling pathway; map04072 Phospholipase D signaling pathway; map04111 Cell cycle - yeast; map04113 Meiosis - yeast; map04114 Oocyte meiosis; map04211 Longevity regulating pathway; map04213 Longevity regulating pathway - multiple species; map04261 Adrenergic signaling in cardiomyocytes; map04270 Vascular smooth muscle contraction; map04340 Hedgehog signaling pathway; map04361 Axon regeneration; map04371 Apelin signaling pathway; map04540 Gap junction; map04611 Platelet activation; map04670 Leukocyte transendothelial migration; map04710 Circadian rhythm; map04713 Circadian entrainment; map04714 Thermogenesis; map04720 Long-term potentiation; map04723 Retrograde endocannabinoid signaling; map04724 Glutamatergic synapse; map04725 Cholinergic synapse; map04726 Serotonergic synapse; map04727 GABAergic synapse; map04728 Dopaminergic synapse; map04740 Olfactory transduction; map04742 Taste transduction; map04750 Inflammatory mediator regulation of TRP channels; map04910 Insulin signaling pathway; map04911 Insulin secretion; map04912 GnRH signaling pathway; map04913 Ovarian steroidogenesis; map04914 Progesterone-mediated oocyte maturation; map04915 Estrogen signaling pathway; map04916 Melanogenesis; map04918 Thyroid hormone synthesis; map04919 Thyroid hormone signaling pathway; map04921 Oxytocin signaling pathway; map04922 Glucagon signaling pathway; map04923 Regulation of lipolysis in adipocytes; map04924 Renin secretion; map04925 Aldosterone synthesis and secretion; map04926 Relaxin signaling pathway; map04927 Cortisol synthesis and secretion; map04928 Parathyroid hormone synthesis, secretion and action; map04934 Cushing syndrome; map04935 Growth hormone synthesis, secretion and action; map04960 Aldosterone-regulated sodium reabsorption; map04961 Endocrine and other factor-regulated calcium reabsorption; map04962 Vasopressin-regulated water reabsorption; map04970 Salivary secretion; map04971 Gastric acid secretion; map04972 Pancreatic secretion; map04976 Bile secretion; map05012 Parkinson disease; map05020 Prion disease; map05030 Cocaine addiction; map05031 Amphetamine addiction; map05032 Morphine addiction; map05034 Alcoholism; map05110 Vibrio cholerae infection; map05111 Biofilm formation - Vibrio cholerae; map05133 Pertussis; map05142 Chagas disease; map05146 Amoebiasis; map05165 Human papillomavirus infection; map05166 Human T-cell leukemia virus 1 infection; map05200 Pathways in cancer; map05207 Chemical carcinogenesis - receptor activation; map05414 Dilated cardiomyopathy"	HMDB0000058	"Nucleosides, nucleotides, and analogues"	Purine nucleotides	Cyclic purine nucleotides	Endogenous
 329.2059;	 329.0525;	 C10H12N5O6P	C02353	" 2',3'-Cyclic AMP;"	 PubChem: 5400	NULL	 map00230 Purine metabolism; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 329.2059;	 329.0525;	 C10H12N5O6P	C02507	" 3',5'-Cyclic dGMP;"	 PubChem: 5519	NULL	NULL	NA	NA	NA	NA	NA
 345.2053;	 345.0474;	 C10H12N5O7P	C00942	" 3',5'-Cyclic GMP; Guanosine 3',5'-cyclic monophosphate; Guanosine 3',5'-cyclic phosphate; Cyclic GMP; cGMP;"	 PubChem: 4194	 CAS: 7665-99-8	 map00230 Purine metabolism; map01100 Metabolic pathways; map04022 cGMP-PKG signaling pathway; map04270 Vascular smooth muscle contraction; map04540 Gap junction; map04611 Platelet activation; map04713 Circadian entrainment; map04714 Thermogenesis; map04730 Long-term depression; map04740 Olfactory transduction; map04744 Phototransduction; map04921 Oxytocin signaling pathway; map04923 Regulation of lipolysis in adipocytes; map04924 Renin secretion; map04925 Aldosterone synthesis and secretion; map04970 Salivary secretion; map04976 Bile secretion	HMDB0001314	"Nucleosides, nucleotides, and analogues"	Purine nucleotides	Cyclic purine nucleotides	Endogenous
 345.2053;	 345.0474;	 C10H12N5O7P	C06194	" 2',3'-Cyclic GMP;"	 PubChem: 8444	NULL	 map00230 Purine metabolism; map01100 Metabolic pathways	HMDB0011629	Lipids and lipid-like molecules	Sphingolipids	Glycosphingolipids	Endogenous
 345.2053;	 345.0474;	 C10H12N5O7P	C07025	 3'-Keto-3'-deoxy-AMP;	 PubChem: 9237	NULL	 map00998 Biosynthesis of various antibiotics; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 148.2017;	 148.0888;	 C10H12O	C06577	 4-Isopropylbenzaldehyde; p-Cumic aldehyde; Cuminaldehyde;	 PubChem: 8806	 CAS: 122-03-2	 map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	HMDB0002214	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Food
 148.2017;	 148.0888;	 C10H12O	C10428	 Anethole; t-Anethole; trans-Anethole;	 PubChem: 12613	 CAS: 4180-23-8 104-46-1	 map00940 Phenylpropanoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 148.2017;	 148.0888;	 C10H12O	C10452	 Estragole; 1-Methoxy-4-(2-propenyl)benzene; Methylchavicol;	 PubChem: 12635	 CAS: 140-67-0	 map00940 Phenylpropanoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0034121	Benzenoids	Phenol ethers	Anisoles	Food
 148.2017;	 148.0888;	 C10H12O	C14309	" 5,6,7,8-Tetrahydro-2-naphthol;"	 PubChem: 17395309	 CAS: 1125-78-6	NULL	NA	NA	NA	NA	NA
 148.2017;	 148.0888;	 C10H12O	C17965	 trans-Lachnophyllol;	 PubChem: 96024185	 CAS: 23180-62-3	NULL	NA	NA	NA	NA	NA
 164.2011;	 164.0837;	 C10H12O2	C06578	 p-Cumate;	 PubChem: 8807	 CAS: 536-66-3	 map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	HMDB0035268	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Food
 164.2011;	 164.0837;	 C10H12O2	C09858	 Evodone;	 PubChem: 12044	 CAS: 529-63-5	NULL	NA	NA	NA	NA	NA
 164.2011;	 164.0837;	 C10H12O2	C09904	 beta-Thujaplicin; Hinokitiol; 4-Isopropyltropolone;	 PubChem: 12090	 CAS: 499-44-5	NULL	HMDB0035213	Hydrocarbon derivatives	Tropones	Tropolones	Food
 164.2011;	 164.0837;	 C10H12O2	C09905	 gamma-Thujaplicin; 5-Isopropyltropolone;	 PubChem: 12091	 CAS: 672-76-4	NULL	NA	NA	NA	NA	NA
 164.2011;	 164.0837;	 C10H12O2	C10453	 Eugenol;	 PubChem: 12636	 CAS: 97-53-0	 map00940 Phenylpropanoid biosynthesis	HMDB0005809	Benzenoids	Phenols	Methoxyphenols	Food
 164.2011;	 164.0837;	 C10H12O2	C10469	 Isoeugenol; 2-Methoxy-4-(prop-1-en-1-yl)phenol;	 PubChem: 12652	 CAS: 97-54-1	 map00940 Phenylpropanoid biosynthesis	HMDB0005802	Benzenoids	Phenols	Methoxyphenols	Food
 164.2011;	 164.0837;	 C10H12O2	C12303	 Phenethyl acetate; 2-Phenylethyl acetate;	 PubChem: 582694	 CAS: 103-45-7	NULL	HMDB0033945	Benzenoids	Benzene and substituted derivatives	null	Food
 164.2011;	 164.0837;	 C10H12O2	C19229	" Dihydrosafrole; 1,2-(Methylenedioxy)-4-propylbenzene;"	 PubChem: 124489901	 CAS: 94-58-6	NULL	NA	NA	NA	NA	NA
 164.2011;	 164.0837;	 C10H12O2	C19729	" (2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial;"	 PubChem: 135626196	NULL	NULL	NA	NA	NA	NA	NA
 164.2011;	 164.0837;	 C10H12O2	C21793	 4-Phenylbutyrate; 4-Phenylbutanoate; 4-Phenylbutyric acid;	 PubChem: 355052573	 CAS: 1821-12-1	NULL	HMDB0000543	Benzenoids	Benzene and substituted derivatives	null	Endogenous
 180.2005;	 180.0786;	 C10H12O3	C00590	 Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol;	 PubChem: 3869	 CAS: 32811-40-8 458-35-5	 map00940 Phenylpropanoid biosynthesis; map00999 Biosynthesis of various plant secondary metabolites; map01061 Biosynthesis of phenylpropanoids; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	HMDB0012915	Benzenoids	Phenols	Methoxyphenols	Endogenous
 180.2005;	 180.0786;	 C10H12O3	C15475	 U 0521;	 PubChem: 17396469	 CAS: 5466-89-7	 map07216 Catecholamine transferase inhibitors	HMDB0246944	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 180.2005;	 180.0786;	 C10H12O3	C20343	 Isopropylparaben; Isopropyl 4-hydroxybenzoate;	 PubChem: 163312081	 CAS: 4191-73-5	NULL	HMDB0253675	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	null
 180.2005;	 180.0786;	 C10H12O3	C22572	 4-Hydroxy-4-(4-hydroxyphenyl)-butan-2-one;	NULL	NULL	 map00946 Degradation of flavonoids	NA	NA	NA	NA	NA
 196.1999;	 196.0736;	 C10H12O4	C06580	" 2,3-Dihydroxy-p-cumate;"	 PubChem: 8809	NULL	 map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	NA	NA	NA	NA	NA
 196.1999;	 196.0736;	 C10H12O4	C07351	" Phlorisobutyrophenone; 2-Methyl-1-(2,4,6-trihydroxyphenyl)-1-propanone;"	 PubChem: 9558	NULL	NULL	HMDB0304461	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 196.1999;	 196.0736;	 C10H12O4	C10664	 Acetosyringone;	 PubChem: 12847	 CAS: 2478-38-8	NULL	NA	NA	NA	NA	NA
 196.1999;	 196.0736;	 C10H12O4	C10684	" 2',6'-Dimethoxy-4'-hydroxyacetophenone;"	 PubChem: 12867	 CAS: 13246-14-5	NULL	NA	NA	NA	NA	NA
 196.1999;	 196.0736;	 C10H12O4	C10726	 Xanthoxylin;	 PubChem: 12909	 CAS: 90-24-4	NULL	HMDB0029645	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 196.1999;	 196.0736;	 C10H12O4	C12205	 5-Hydroxyconiferyl alcohol;	 PubChem: 14351	 CAS: 1782-47-4	 map00940 Phenylpropanoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0060398	Benzenoids	Phenols	Methoxyphenols	null
 196.1999;	 196.0736;	 C10H12O4	C16778	 Cantharidin;	 PubChem: 96023302	 CAS: 56-25-7	NULL	NA	NA	NA	NA	NA
 196.1999;	 196.0736;	 C10H12O4	C17455	 Paeonilactone B;	 PubChem: 96023804	NULL	NULL	NA	NA	NA	NA	NA
 212.1993;	 212.0685;	 C10H12O5	C10674	 Danielone;	 PubChem: 12857	 CAS: 90426-22-5	NULL	HMDB0031704	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 212.1993;	 212.0685;	 C10H12O5	C11155	 n-Propyl gallate; Propyl gallate;	 PubChem: 13337	 CAS: 121-79-9	NULL	HMDB0033835	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Food
 228.1987;	 228.0634;	 C10H12O6	C06581	" 2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate;"	 PubChem: 8810	NULL	 map00622 Xylene degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	NA	NA	NA	NA	NA
 354.9262;	 351.8955;	 C10H13BrCl4	C17107	 Violacene;	 PubChem: 96023580	 CAS: 54279-01-5	NULL	NA	NA	NA	NA	NA
 347.2568;	 345.978;	 C10H13Cl2FN2O2S2	C18899	 Tolylfluanid;	 PubChem: 124489571	 CAS: 731-27-1	NULL	NA	NA	NA	NA	NA
 315.1532;	 313.97;	 C10H13Cl2O3PS	C18398	 Dichlofenthion;	 PubChem: 124489072	 CAS: 97-17-6	NULL	NA	NA	NA	NA	NA
 239.5692;	 238.0083;	 C10H13Cl3	C17105	 Plocamene D;	 PubChem: 96023578	 CAS: 62560-51-4	NULL	NA	NA	NA	NA	NA
 239.5692;	 238.0083;	 C10H13Cl3	C17108	 Plocamene E;	 PubChem: 96023581	 CAS: 63866-51-3	NULL	NA	NA	NA	NA	NA
 239.5692;	 238.0083;	 C10H13Cl3	C17110	 Plocamene B;	 PubChem: 96023583	 CAS: 58207-70-8	NULL	NA	NA	NA	NA	NA
 196.6766;	 196.0767;	 C10H13ClN2	C11738	 m-Chlorophenylpiperazine; 1-(3-Chlorophenyl)piperazine; mCPP;	 PubChem: 13903	 CAS: 6640-24-0	NULL	HMDB0061008	Organoheterocyclic compounds	Diazinanes	Piperazines	Endogenous
 196.6766;	 196.0767;	 C10H13ClN2	C14746	" Chlordimeform; Chlorphenamidine; N'-(4-Chloro-2-methylphenyl)-N,N-dimethylformamidine;"	 PubChem: 17395744	 CAS: 6164-98-3	NULL	HMDB0303735	Benzenoids	Benzene and substituted derivatives	Halobenzenes	null
 212.676;	 212.0716;	 C10H13ClN2O	C18817	 Chlorotoluron;	 PubChem: 124489491	 CAS: 15545-48-9	NULL	NA	NA	NA	NA	NA
 228.6754;	 228.0666;	 C10H13ClN2O2	C11011	 Metoxuron; Dosanex;	 PubChem: 13194	 CAS: 19937-59-8	NULL	NA	NA	NA	NA	NA
 228.7416;	 228.0488;	 C10H13ClN2S	C19026	 Chloromethiuron;	 PubChem: 124489698	 CAS: 28217-97-2	NULL	NA	NA	NA	NA	NA
 147.2169;	 147.1048;	 C10H13N	C09910	 Actinidine; (-)-Actinidine;	 PubChem: 12096	 CAS: 524-03-8	 map01066 Biosynthesis of alkaloids derived from terpenoid and polyketide; map01110 Biosynthesis of secondary metabolites	HMDB0030346	Organoheterocyclic compounds	Pyridines and derivatives	Methylpyridines	Endogenous
 368.1908;	 368.0257;	 C10H13N2O11P	C01103	 Orotidine 5'-phosphate; Orotidylic acid;	 PubChem: 4337	 CAS: 2149-82-8	 map00240 Pyrimidine metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	HMDB0000218	"Nucleosides, nucleotides, and analogues"	Pyrimidine nucleotides	Pyrimidine ribonucleotides	Endogenous
 256.195;	 256.0613;	 C10H13N2O4P	C21778	 Norbaeocystin; 4-Hydroxytryptamine 4-phosphate;	 PubChem: 354339121	 CAS: 21420-59-7	 map00901 Indole alkaloid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 175.2303;	 175.1109;	 C10H13N3	C13650	 Debrisoquin; Debrisoquine;	 PubChem: 7846928	 CAS: 1131-64-2	NULL	HMDB0006543	Organoheterocyclic compounds	Tetrahydroisoquinolines	null	Endogenous
 191.2297;	 191.1059;	 C10H13N3O	C19477	 N'-Nitrosoanabasine; 3-(1-Nitroso-2-piperidinyl)-pyridine;	 PubChem: 124490149	 CAS: 37620-20-5	NULL	HMDB0041939	Alkaloids and derivatives	null	null	Endogenous
 207.2291;	 207.1008;	 C10H13N3O2	C15418	 5-(alpha-Phenylethyl)semioxamazide; 5-(alpha-Methylbenzyl)semioxamazide;	 PubChem: 17396415	NULL	NULL	NA	NA	NA	NA	NA
 207.2291;	 207.1008;	 C10H13N3O2	C16453	 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone; NNK;	 PubChem: 47205749	 CAS: 64091-91-4	 map00980 Metabolism of xenobiotics by cytochrome P450; map05204 Chemical carcinogenesis - DNA adducts; map05207 Chemical carcinogenesis - receptor activation; map05208 Chemical carcinogenesis - reactive oxygen species	HMDB0011603	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 239.2941;	 239.0728;	 C10H13N3O2S	C16627	 Albendazole-2-aminosulfone;	 PubChem: 51090953	 CAS: 80983-34-2	NULL	HMDB0247482	Organoheterocyclic compounds	Benzimidazoles	null	null
 223.2285;	 223.0957;	 C10H13N3O3	C19563	 4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone;	 PubChem: 124490235	NULL	 map00980 Metabolism of xenobiotics by cytochrome P450; map05204 Chemical carcinogenesis - DNA adducts	HMDB0062382	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 223.2285;	 223.0957;	 C10H13N3O3	C19566	 4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone;	 PubChem: 124490238	NULL	 map00980 Metabolism of xenobiotics by cytochrome P450; map05204 Chemical carcinogenesis - DNA adducts	HMDB0062404	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 223.2285;	 223.0957;	 C10H13N3O3	C19602	 4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone; 4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone; NNK-N-oxide;	 PubChem: 124490271	 CAS: 76014-82-9	 map00980 Metabolism of xenobiotics by cytochrome P450; map05204 Chemical carcinogenesis - DNA adducts	HMDB0062375	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	null
 287.2923;	 287.0576;	 C10H13N3O5S	C08002	 Nifurtimox;	 PubChem: 10203	 CAS: 23256-30-6	NULL	NA	NA	NA	NA	NA
 380.2048;	 380.0369;	 C10H13N4O10P	C03312	 Urate D-ribonucleotide;	 PubChem: 6165	NULL	NULL	NA	NA	NA	NA	NA
 332.2066;	 332.0522;	 C10H13N4O7P	C05325	 Purine mononucleotide;	 PubChem: 7706	NULL	NULL	NA	NA	NA	NA	NA
 332.2066;	 332.0522;	 C10H13N4O7P	C06196	 2'-Deoxyinosine 5'-phosphate; dIMP;	 PubChem: 8446	NULL	 map00230 Purine metabolism; map01232 Nucleotide metabolism	HMDB0006555	"Nucleosides, nucleotides, and analogues"	Purine nucleotides	Purine deoxyribonucleotides	Endogenous
