gene	KEGG.ID
Ripk1	K02861
Mrpl1	K02863
Mrpl10	K02864
Rpl10a	K02865
Rpl10	K02866
Rpl10l	K02866
Mrpl11	K02867
Rpl11	K02868
Gm15793	K02870
Rpl12	K02870
Mrpl13	K02871
Rpl13a	K02872
Rpl13-ps6	K02873
Rpl13	K02873
Mrpl14	K02874
Rpl14	K02875
Mrpl15	K02876
Gm10224	K02877
Rpl15	K02877
Mrpl16	K02878
Mrpl17	K02879
Gm8062	K02880
Rpl17-ps8	K02880
Rpl17	K02880
Mrpl18	K02881
Rpl18a	K02882
Rpl18	K02883
Mrpl19	K02884
Rpl19	K02885
Mrpl2	K02886
Mrpl20	K02887
Mrpl21	K02888
Gm46142	K02889
Gm11703	K02889
Gm13653	K02889
Gm15682	K02889
Gm43247	K02889
Rpl21	K02889
Gm5445	K02889
Gm5528	K02889
Mrpl22	K02890
Rpl22	K02891
Rpl22l1	K02891
Mrpl23	K02892
Gm5116	K02893
Gm5329	K02893
Gm12770	K02893
Gm29627	K02893
Gm6003	K02893
Gm8112	K02893
Rpl23a	K02893
Gm5058	K02893
Gm8137	K02893
Gm8158	K02893
Gm8264	K02893
Gm8290	K02893
Gm9156	K02893
Rpl23	K02894
Mrpl24	K02895
Rsl24d1	K02896
Rpl24	K02896
Rpl26	K02898
Mrpl27	K02899
Gm14439	K02900
Gm13981	K02900
Rpl27a-ps4	K02900
Rpl27a	K02900
Rpl27	K02901
Mrpl28	K02902
Rpl28	K02903
Gm10913	K02905
Gm39147	K02905
Gm5218	K02905
Gm17669	K02905
Gm8940	K02905
Rpl29	K02905
Gm12508	K02905
Mrpl3	K02906
Mrpl30	K02907
Gm46415	K02908
Rpl30	K02908
Gm6109	K02908
Gm7429	K02908
Rpl31	K02910
Rpl31-ps12	K02910
Mrpl32	K02911
Rpl32	K02912
Rpl32l	K02912
Mrpl33	K02913
Mrpl34	K02914
Rpl34-ps1	K02915
Rpl34	K02915
Mrpl35	K02916
Gm11810	K02917
Gm10029	K02917
Gm11686	K02917
Gm14279	K02917
Rpl35a	K02917
Rpl35	K02918
Mrpl36	K02919
Rpl36	K02920
Rpl37a	K02921
Rpl37rt	K02922
Rpl37	K02922
Rpl38	K02923
Gm15067	K02924
Rpl39	K02924
Rpl39l	K02924
Rpl3	K02925
Gm12816	K02925
Rpl3l	K02925
Mrpl4	K02926
Uba52	K02927
Rpl41	K02928
Gm13194	K02929
Rpl36a	K02929
Rpl36al	K02929
Rpl4	K02930
Rpl5	K02932
Rpl6	K02934
Rpl6l	K02934
Mrpl12	K02935
Gm17415	K02936
Gm12712	K02936
Gm5459	K02936
Rpl7a	K02936
Rpl7	K02937
Rpl8	K02938
Mrpl9	K02939
Gm5451	K02940
Rpl9	K02940
Rplp0	K02941
Gm13149	K02942
Rplp1	K02942
Gm13144	K02942
Rplp2	K02943
Mrps10	K02946
Rps10	K02947
Mrps11	K02948
Rps11	K02949
Mrps12	K02950
Rps12-ps18	K02951
Rps12	K02951
Gm4925	K02951
Rps12-ps11	K02951
Rps12-ps16	K02951
Rps12-ps12	K02951
Rps12-ps15	K02951
Rps12-ps13	K02951
Rps12-ps14	K02951
Rps12-ps10	K02951
Rps12-ps24	K02951
Gm15483	K02953
Rps13	K02953
Mrps14	K02954
Rps14	K02955
Mrps15	K02956
Rps15a-ps5	K02957
Rps15a	K02957
Rps15	K02958
Mrps16	K02959
Rps16	K02960
Mrps17	K02961
Rps17	K02962
Gm5215	K02962
Gm15946	K02963
Mrps18a	K02963
Mrps18c	K02963
Rps18	K02964
Rps19	K02966
Mrps2	K02967
Rps20	K02969
Gm6686	K02970
Mrps21	K02970
Gm46546	K02971
Rps21	K02971
Rps23	K02973
Gm8618	K02973
Gm9372	K02973
Rps24	K02974
Gm4832	K02974
Gm12643	K02975
Gm4963	K02975
Gm6988	K02975
Rps25	K02975
Rps26	K02976
Gm5928	K02977
Rps27a	K02977
Rps27rt	K02978
Gm14577	K02978
Rps27	K02978
Rps27l	K02978
Rps28	K02979
Gm20620	K02980
Gm6272	K02980
Gm44803	K02980
Rps29	K02980
Gm45855	K02981
Gm6139	K02981
Gm10420	K02981
Rps2	K02981
Fau	K02983
Rps3a1	K02984
Rps3	K02985
Rps4x	K02987
Mrps5	K02988
Rps5	K02989
Mrps6	K02990
Rps6	K02991
Gm4796	K02991
Mrps7	K02992
Rps7	K02993
Gm15501	K02995
Rps8	K02995
Mrps9	K02996
Rps9	K02997
Rpsa	K02998
Polr1a	K02999
Polr1b	K03002
Polr1e	K03005
Polr2a	K03006
Polr2l	K03007
Polr2j	K03008
Polr2k	K03009
Polr2b	K03010
Polr2c	K03011
Polr2d	K03012
Polr2e	K03013
Polr2f	K03014
Polr2g	K03015
Polr2h	K03016
Polr2i	K03017
Polr3a	K03018
Polr3k	K03019
Polr1d	K03020
Polr3b	K03021
Polr3h	K03022
Polr3c	K03023
Polr3g	K03024
Polr3gl	K03024
Polr3f	K03025
Polr3d	K03026
Polr1c	K03027
Psmd2	K03028
Psmd4	K03029
Psmd14	K03030
Psmd8	K03031
Psmd1	K03032
Psmd3	K03033
Psmd12	K03035
Psmd11	K03036
Psmd6	K03037
Psmd7	K03038
Psmd13	K03039
Psmc2	K03061
Psmc1	K03062
Psmc4	K03063
Psmc6	K03064
Psmc3	K03065
Psmc5	K03066
Lrp5	K03068
Lrp6	K03068
Frat1	K03069
Peg12	K03069
Gsk3b	K03083
Inpp5d	K03084
Frat2	K03096
Csnk2a1	K03097
Csnk2a2	K03097
Apod	K03098
Sos1	K03099
Sos2	K03099
Minpp1	K03103
Srp14	K03104
Srp19	K03105
Srp54c	K03106
Srp54a	K03106
Srp54b	K03106
Srp68	K03107
Srp72	K03108
Srp9	K03109
Ssbp1	K03111
Gm10157	K03113
Eif1	K03113
Eif1-ps3	K03113
Gm5471	K03113
Gm6155	K03113
Eif1b	K03113
Csnk2b	K03115
Tbp	K03120
Tbpl2	K03120
Tbpl1	K03120
Gtf2i	K03121
Gtf2a1l	K03122
Gtf2a1	K03122
Gtf2a2	K03123
Gtf2b	K03124
Taf1	K03125
Taf12	K03126
Taf13	K03127
Taf2	K03128
Taf4	K03129
Taf4b	K03129
Taf5l	K03130
Taf5	K03130
Taf6	K03131
Taf6l	K03131
Taf7	K03132
Taf7l2	K03132
Taf7l	K03132
Taf9b	K03133
Taf10	K03134
Taf11	K03135
Gtf2e1	K03136
Gtf2e2	K03137
Gtf2f1	K03138
Gtf2f2	K03139
Gtf2h1	K03141
Gtf2h2	K03142
Gtf2h3	K03143
Gtf2h4	K03144
Tcea1	K03145
Tcea2	K03145
Tcea3	K03145
Tnf	K03156
Ltb	K03157
Tnfrsf1a	K03158
Ltbr	K03159
Cd40	K03160
Cd40lg	K03161
Top1	K03163
Top1mt	K03163
Top2a	K03164
Top2b	K03164
Top3a	K03165
Top3b	K03165
Tradd	K03171
Traf1	K03172
Traf2	K03173
Traf3	K03174
Traf6	K03175
Ntrk1	K03176
Trub1	K03177
Uba1	K03178
Uba1y	K03178
Ust	K03193
Wnt1	K03209
Etv6	K03211
Nkd2	K03213
Nkd1	K03213
Oxa1l	K03217
Eef1a1	K03231
Eef1a2	K03231
Eef1b2	K03232
Eef1g	K03233
Eef2	K03234
Eif1a	K03236
Eif1ax	K03236
Eif2s1	K03237
Eif2s2	K03238
Eif2b1	K03239
Eif2b5	K03240
Eif2b3	K03241
Eif2s3x	K03242
Eif2s3y	K03242
Eif5b	K03243
Eif3j2	K03245
Eif3j1	K03245
Eif3i	K03246
Eif3h	K03247
Eif3g	K03248
Eif3f	K03249
Eif3e	K03250
Eif3d	K03251
Eif3c	K03252
Eif3b	K03253
Eif3a	K03254
Cluh	K03255
Trmt6	K03256
Eif4a1	K03257
Eif4a2	K03257
Eif4b	K03258
Eif4e	K03259
Eif4e1b	K03259
Eif4e2	K03259
Eif4g2	K03260
Eif4g1	K03260
Eif4g3	K03260
Eif5	K03262
Eif5a2	K03263
Eif5a	K03263
Eif6	K03264
Etf1	K03265
Gspt1	K03267
Gspt2	K03267
Hspa8	K03283
Hspa1l	K03283
Hspa1b	K03283
Hspa1a	K03283
Slc29a4	K03323
Slc47a2	K03327
Slc47a1	K03327
Dcxr	K03331
Lao1	K03334
Il4i1	K03334
4930438A08Rik	K03334
Sepsecs	K03341
Cxxc4	K03344
Gm9839	K03345
Senp2	K03345
Cul1	K03347
Anapc1	K03348
Anapc2	K03349
Cdc27	K03350
Anapc4	K03351
Anapc5	K03352
Cdc16	K03353
Anapc7	K03354
Cdc23	K03355
Anapc10	K03357
Anapc11	K03358
Cdc26	K03359
Fbxw11	K03362
Btrc	K03362
Cdc20	K03363
Fzr1	K03364
St3gal2	K03368
St8sia5	K03369
St3gal5	K03370
St8sia1	K03371
Slc33a1	K03372
St6galnac3	K03373
St6galnac4	K03374
St6galnac5	K03375
St6galnac6	K03376
Casd1	K03377
Prdx2	K03386
Prdx4	K03386
Acmsd	K03392
Chpf2	K03419
Tatdn2	K03424
Tatdn3	K03424
Tatdn1	K03424
Nudt13	K03426
Nudt12	K03426
Pigl	K03434
Mettl1	K03439
Panx1	K03443
Slc37a3	K03447
Slc25a46	K03454
Ppp2r1a	K03456
Ppp2r1b	K03456
Slco1a5	K03460
Slco1a1	K03460
Slco1a4	K03460
Slco1a6	K03460
Nampt	K03462
Rnaseh1	K03469
St6galnac1	K03479
St3gal4	K03494
Mto1	K03495
Pold3	K03504
Pold4	K03505
Pole4	K03506
Polh	K03509
Poli	K03510
Polk	K03511
Poll	K03512
Polm	K03513
Tent4a	K03514
Tent4b	K03514
Rev1	K03515
Etfb	K03521
Etfa	K03522
Pop5	K03537
Pop4	K03538
Rpp30	K03539
Rpp21	K03540
Clpx	K03544
Nudt15	K03574
Mutyh	K03575
Nubpl	K03593
Eral1	K03595
Naca	K03626
Edf1	K03627
Gm11964	K03627
Mocs2	K03635
Lias	K03644
Ung	K03648
Gtpbp3	K03650
Mpg	K03652
Ogg1	K03660
Atp6v0b	K03661
Atp6ap1	K03662
Fut9	K03663
Txn1	K03671
Txn2	K03671
Glrx2	K03676
Glrx	K03676
Exosc9	K03678
Exosc2	K03679
Eif2b4	K03680
Exosc3	K03681
Drosha	K03685
Grpel1	K03687
Grpel2	K03687
Pofut1	K03691
Pofut2	K03691
Clpb	K03695
Nr1d1	K03728
Bhlhe40	K03729
Bhlhe41	K03730
Eif2b2	K03754
B3gnt5	K03766
Ppia	K03767
Gm9234	K03767
Ppib	K03768
Cat	K03781
Pnp	K03783
Pnp2	K03783
St3gal6	K03792
Eefsec	K03833
Fbp2	K03841
Fbp1	K03841
Alg1	K03842
Alg2	K03843
Alg11	K03844
Alg3	K03845
Alg9	K03846
Alg12	K03847
Alg6	K03848
Alg8	K03849
Alg10b	K03850
Capn2	K03853
Piga	K03857
Pigh	K03858
Pigc	K03859
Pigq	K03860
Pigp	K03861
Rbx1	K03868
Cul3	K03869
Cul2	K03870
Vhl	K03871
Gm30155	K03872
Gm34005	K03872
Eloc	K03872
Elob	K03873
Skp2	K03875
B3galt5	K03877
Kng1	K03898
Kng2	K03898
F8	K03899
Vwf	K03900
F3	K03901
F5	K03902
Fga	K03903
Fgb	K03904
Fgg	K03905
F13b	K03906
Thbd	K03907
Pros1	K03908
Tfpi	K03909
A2m	K03910
Serpinc1	K03911
Serpind1	K03912
Serpina5	K03913
F2r	K03914
Bdkrb1	K03915
Bdkrb2	K03916
F13a1	K03917
Cuta	K03926
Cutal	K03926
Ces2b	K03927
Ces2c	K03927
Ces2e	K03927
Ces2h	K03927
Ces2g	K03927
Ndufs1	K03934
Ndufs2	K03935
Ndufs3	K03936
Ndufs4	K03937
Ndufs5	K03938
Ndufs6	K03939
Ndufs6b	K03939
Ndufs7	K03940
Ndufs8	K03941
Ndufv1	K03942
Ndufv2	K03943
Ndufv3	K03944
Ndufa1	K03945
Ndufa2	K03946
Ndufa3	K03947
Ndufa4	K03948
Ndufa4l2	K03948
Gm19340	K03949
Ndufa5	K03949
Ndufa6	K03950
Ndufa7	K03951
Ndufa8	K03952
Ndufa9	K03953
Ndufa10	K03954
Ndufab1-ps	K03955
Ndufab1	K03955
Ndufa11	K03956
Ndufb2	K03958
Ndufb3	K03959
Ndufb4c	K03960
Ndufb4	K03960
Ndufb5	K03961
Ndufb6	K03962
Ndufb7	K03963
Ndufb8	K03964
Ndufb9	K03965
Ndufb10	K03966
Ndufc1	K03967
Ndufc2	K03968
Mtg2	K03979
Serpine1	K03982
Serpinf2	K03983
Serpina1a	K03984
Serpina1b	K03984
Serpina1c	K03984
Serpina1d	K03984
Serpina1e	K03984
Plaur	K03985
C1qa	K03986
C1qb	K03987
C1qc	K03988
C4b	K03989
C4a	K03989
C3	K03990
Mbl1	K03991
Mbl2	K03991
Masp1	K03992
Masp2	K03993
Hc	K03994
C6	K03995
C7	K03996
C8a	K03997
C8b	K03998
C8g	K03999
C9	K04000
Serping1	K04001
C4bp	K04002
Zp3r	K04002
Cfh	K04004
Cd55	K04006
Cd55b	K04006
Cd46	K04007
Cd59a	K04008
Cd59b	K04008
C3ar1	K04009
C5ar1	K04010
Cr1l	K04011
Cr2	K04012
Hspa9	K04043
Hspd1	K04077
Hspe1	K04078
Gm6462	K04078
Hsp90ab1	K04079
Hsp90aa1	K04079
Hscb	K04082
Ficd	K04095
Hpgds	K04097
Chrm1	K04129
Chrm2	K04130
Chrm3	K04131
Chrm4	K04132
Chrm5	K04133
Adra1a	K04135
Adra1b	K04136
Adra1d	K04137
Adra2a	K04138
Adra2b	K04139
Adra2c	K04140
Adrb1	K04141
Adrb2	K04142
Adrb3	K04143
Drd1	K04144
Drd2	K04145
Drd3	K04146
Drd4	K04147
Hrh1	K04149
Hrh2	K04150
Hrh3	K04151
Hrh4	K04152
Htr1a	K04153
Htr1b	K04153
Htr1d	K04153
Htr1f	K04153
Htr2a	K04157
Htr2b	K04157
Htr2c	K04157
Htr4	K04160
Htr5a	K04161
Htr5b	K04161
Htr6	K04162
Htr7	K04163
Agtr1a	K04166
Agtr1b	K04166
Agtr2	K04167
Nmbr	K04168
Grpr	K04169
Brs3	K04170
C5ar2	K04171
Fpr1	K04172
Fpr2	K04173
Fpr-rs3	K04173
Fpr-rs4	K04173
Fpr3	K04173
Fpr-rs6	K04173
Fpr-rs7	K04173
Aplnr	K04174
Cxcr1	K04175
Ccr1	K04176
Ccr1l1	K04176
Ccr2	K04177
Ccr3	K04178
Ccr4	K04179
Ccr5	K04180
Ccr6	K04181
Ccr7	K04182
Ccr8	K04183
Ccr9	K04184
Ccr10	K04185
Ackr4	K04186
Ackr2	K04187
Cxcr3	K04188
Cxcr4	K04189
Cxcr5	K04190
Cxcr6	K04191
Cx3cr1	K04192
Xcr1	K04193
Cckar	K04194
Cckbr	K04195
Ednra	K04197
Ednrb	K04198
Mc1r	K04199
Mc2r	K04200
Mc3r	K04201
Mc4r	K04202
Mc5r	K04203
Npy1r	K04204
Npy2r	K04205
Npy4r	K04206
Npy5r	K04207
Npy6r	K04208
Gpr83	K04210
Pgr15l	K04210
Ntsr1	K04211
Ntsr2	K04212
Oprd1	K04213
Oprk1	K04214
Oprm1	K04215
Oprl1	K04216
Sstr1	K04217
Sstr2	K04218
Sstr3	K04219
Sstr4	K04220
Sstr5	K04221
Tacr1	K04222
Tacr2	K04223
Tacr3	K04224
Avpr1a	K04226
Avpr1b	K04227
Avpr2	K04228
Oxtr	K04229
Galr1	K04230
Galr2	K04231
Galr3	K04232
F2rl1	K04234
F2rl2	K04235
F2rl3	K04236
Pard3	K04237
Hcrtr1	K04238
Hcrtr2	K04239
Npffr1	K04240
Uts2r	K04241
Gpr182	K04242
Gpr37	K04243
Gpr37l1	K04244
Cmklr1	K04245
Gper1	K04246
Fshr	K04247
Lhcgr	K04248
Tshr	K04249
Rho	K04250
Opn1mw	K04251
Opn1sw	K04252
Rrh	K04253
Rgr	K04254
Opn4	K04255
Opn3	K04256
Gm10310	K04257
Olfr197	K04257
Olfr908	K04257
Olfr209	K04257
Ptger1	K04258
Ptger2	K04259
Ptger3	K04260
Ptger4	K04261
Ptgfr	K04262
Ptgir	K04263
Tbxa2r	K04264
Adora1	K04265
Adora2a	K04266
Adora2b	K04267
Adora3	K04268
P2ry2	K04269
P2ry1	K04270
P2ry4	K04271
P2ry6	K04272
Lpar6	K04273
P2ry10b	K04274
P2ry10	K04274
Lpar4	K04275
Gpr35	K04276
Cnr1	K04277
Cnr2	K04278
Ptafr	K04279
Gnrhr	K04280
Cast	K04281
Trhr2	K04282
Trhr	K04282
Ghsr	K04284
Mtnr1a	K04285
Mtnr1b	K04286
Gpr50	K04287
S1pr1	K04288
Lpar1	K04289
S1pr3	K04290
Lpar2	K04291
S1pr2	K04292
S1pr4	K04293
Lpar3	K04294
S1pr5	K04295
Ltb4r1	K04296
Ltb4r2	K04297
P2ry12	K04298
P2ry14	K04299
Gpr173	K04300
Gpr27	K04301
Gpr85	K04302
Mas1	K04303
Ackr3	K04304
Gpr183	K04305
Rxfp1	K04306
Rxfp2	K04307
Lgr5	K04308
Lgr4	K04309
Gpr3	K04311
Gpr4	K04312
Gpr6	K04313
Prlhr	K04314
Gpr12	K04315
Gpr19	K04316
Gpr20	K04317
Gpr21	K04318
Gpr22	K04319
Mchr1	K04320
Gpr63	K04321
Cysltr1	K04322
Cysltr2	K04323
Ffar1	K04325
Ffar3	K04326
Ffar2	K04328
Ptgdr	K04332
Cacna1a	K04344
Prkaca	K04345
Prkacb	K04345
Gna12	K04346
Gng12	K04347
Ppp3ca	K04348
Ppp3cb	K04348
Ppp3cc	K04348
Rasgrf1	K04349
Rasgrp1	K04350
Rapgef4	K04351
Rasa1	K04352
Rap1a	K04353
Ppp2r2c	K04354
Ppp2r2d	K04354
Ppp2r2a	K04354
Ppp2r2b	K04354
Bdnf	K04355
Ntf3	K04356
Egf	K04357
Fgf10	K04358
Fgf17	K04358
Fgf18	K04358
Fgf3	K04358
Fgf4	K04358
Fgf5	K04358
Fgf6	K04358
Fgf7	K04358
Fgf8	K04358
Fgf9	K04358
Fgf22	K04358
Fgf20	K04358
Fgf16	K04358
Pdgfa	K04359
Ntrk2	K04360
Egfr	K04361
Fgfr1	K04362
Pdgfra	K04363
Grb2	K04364
Braf	K04365
Raf1	K04366
Mos	K04367
Map2k1	K04368
Map2k2	K04369
Lamtor3	K04370
Mapk1	K04371
Mapk3	K04371
Mknk1	K04372
Mknk2	K04372
Rps6ka3	K04373
Rps6ka1	K04373
Rps6ka2	K04373
Rps6ka6	K04373
Atf4	K04374
Elk1	K04375
Elk4	K04376
Myc	K04377
Srf	K04378
Fos	K04379
Mapt	K04380
Stmn1	K04381
Ppp2ca	K04382
Ppp2cb	K04382
Il1a	K04383
Axin2	K04385
Il1r1	K04386
Il1r2	K04387
Tgfbr2	K04388
Fasl	K04389
Fas	K04390
Cd14	K04391
Rac1	K04392
Cdc42	K04393
Casp4	K04394
Casp6	K04396
Casp7	K04397
Casp8	K04398
Casp9	K04399
Casp14	K04401
Gadd45a	K04402
Gadd45b	K04402
Gadd45g	K04402
Tab1	K04403
Tab2	K04404
Ecsit	K04405
Map4k3	K04406
Map4k4	K04407
Map4k1	K04408
Pak1	K04409
Pak2	K04410
Stk4	K04411
Stk3	K04412
Mink1	K04413
Map4k2	K04414
Map3k8	K04415
Map3k1	K04416
Map3k9	K04417
Map3k10	K04418
Map3k11	K04419
Map3k2	K04420
Map3k3	K04421
Map3k13	K04422
Map3k12	K04423
Map3k20	K04424
Map3k6	K04425
Map3k5	K04426
Map3k7	K04427
Map3k4	K04428
Taok1	K04429
Taok3	K04429
Taok2	K04429
Map2k4	K04430
Map2k7	K04431
Map2k3	K04432
Map2k6	K04433
Mapk8ip1	K04434
Mapk8ip2	K04435
Mapk8ip3	K04436
Flna	K04437
Crk	K04438
Crkl	K04438
Arrb1	K04439
Arrb2	K04439
Mapk10	K04440
Mapk8	K04440
Mapk9	K04440
Mapk11	K04441
Mapk13	K04441
Mapk14	K04441
Mapk12	K04441
Mapkapk5	K04442
Mapkapk2	K04443
Mapkapk3	K04444
Rps6ka5	K04445
Nfatc1	K04446
Jak2	K04447
Jun	K04448
Jund	K04449
Atf2	K04450
Trp53	K04451
Ddit3	K04452
Max	K04453
Mef2c	K04454
Hspb1	K04455
Akt1	K04456
Akt2	K04456
Akt3	K04456
Ppm1a	K04457
Ptprr	K04458
Dusp2	K04459
Dusp8	K04459
Dusp7	K04459
Dusp5	K04459
Dusp4	K04459
Dusp16	K04459
Ppp5c	K04460
Ppm1b	K04461
Mecom	K04462
Map2k5	K04463
Mapk7	K04464
Nr4a1	K04465
Map3k14	K04466
Chuk	K04467
Nlk	K04468
Nfkb2	K04469
Rad51	K04482
Nfs1	K04487
Tcf7l1	K04490
Tcf7l2	K04491
Lef1	K04492
Ctnnbip1	K04493
Chd8	K04494
Sox17	K04495
Ctbp1	K04496
Ctbp2	K04496
Tle7	K04497
Tle6	K04497
Tle1	K04497
Tle2	K04497
Tle3	K04497
Tle4	K04497
Crebbp	K04498
Ep300	K04498
Ruvbl1	K04499
Smad2	K04500
Smad4	K04501
Fosl1	K04502
Ccnd1	K04503
Ppard	K04504
Psen1	K04505
Siah1a	K04506
Siah1b	K04506
Cacybp	K04507
Tbl1x	K04508
Tbl1xr1	K04508
Vangl1	K04510
Vangl2	K04510
Prickle1	K04511
Prickle2	K04511
Prickle4	K04511
Prickle3	K04511
Daam1	K04512
Daam2	K04512
Rhoa	K04513
4930544G11Rik	K04513
Rock1	K04514
Camk2d	K04515
Camk2a	K04515
Camk2b	K04515
Camk2g	K04515
Il1b	K04519
App	K04520
Bace1	K04521
Psen2	K04522
Ubqln3	K04523
Ubqln2	K04523
Ubqln1	K04523
Ubqln4	K04523
Apoe	K04524
Serpina6	K04525
Serpina3c	K04525
Serpina16	K04525
Serpina3k	K04525
Serpina3g	K04525
Serpina3n	K04525
Serpina3m	K04525
Serpina10	K04525
Serpina3f	K04525
Serpina3j	K04525
Serpina3b	K04525
Serpina11	K04525
Serpina3i	K04525
Serpina12	K04525
Serpina1f	K04525
Serpina9	K04525
Serpina3a	K04525
Ins1	K04526
Ins2	K04526
Insr	K04527
Snca	K04528
Apbb1	K04529
Apbb2	K04530
Apba1	K04531
Nae1	K04532
Htt	K04533
Gnao1	K04534
Gnaz	K04535
Gnb1	K04536
Gnb2	K04537
Gnb4	K04538
Gnb5	K04539
Gng3	K04540
Gng4	K04541
Gm3785	K04542
Gng5	K04542
Gng7	K04543
Gng8	K04544
Gng10	K04545
Gng11	K04546
Gng13	K04547
Gngt1	K04548
Gngt2	K04549
Lrp1	K04550
Ubb	K04551
Gm10145	K04552
Gm10015	K04552
Gm11954	K04552
Ube2l3	K04552
Ube2l6	K04553
Ube2j2	K04554
Ube2g2	K04555
Prkn	K04556
Septin5	K04557
Sncaip	K04558
Hip1	K04559
Stx1a	K04560
Sod2	K04564
Sod1	K04565
Ccs	K04569
Bcl2l1	K04570
Ssr4	K04571
Nefl	K04572
Nefm	K04573
Nefh	K04574
Als2	K04575
Calcr	K04576
Calcrl	K04577
Crhr1	K04578
Crhr2	K04579
Gipr	K04580
Glp1r	K04581
Glp2r	K04582
Gcgr	K04583
Ghrhr	K04584
Pth1r	K04585
Pth2r	K04586
Adcyap1r1	K04587
Sctr	K04588
Vipr1	K04589
Vipr2	K04590
Adgre1	K04591
Adgrl1	K04592
Adgrl2	K04593
Adgrl3	K04594
Adgrl4	K04595
Adgrb1	K04596
Adgrb2	K04597
Adgrb3	K04598
Celsr1	K04600
Celsr2	K04601
Celsr3	K04602
Grm1	K04603
Grm5	K04604
Grm2	K04605
Grm3	K04606
Grm4	K04607
Grm6	K04608
Grm7	K04609
Grm8	K04610
Casr	K04612
Vmn2r65	K04613
Vmn2r121	K04613
Vmn2r55	K04613
Vmn2r31	K04613
Vmn2r34	K04613
Vmn2r36	K04613
Vmn2r40	K04613
Vmn2r45	K04613
Vmn2r41	K04613
Vmn2r47	K04613
Vmn2r46	K04613
Vmn2r51	K04613
Vmn2r2	K04613
Vmn2r111	K04613
Vmn2r15	K04613
Vmn2r81	K04613
Vmn2r89	K04613
Vmn2r37	K04613
Vmn2r30	K04613
Vmn2r10	K04613
Vmn2r42	K04613
Vmn2r32	K04613
Vmn2r107	K04613
Vmn2r104	K04613
Vmn2r98	K04613
Vmn2r102	K04613
Vmn2r106	K04613
Vmn2r110	K04613
Vmn2r120	K04613
Vmn2r13	K04613
Vmn2r14	K04613
Vmn2r19	K04613
Vmn2r27	K04613
Vmn2r66	K04613
Vmn2r71	K04613
Vmn2r24	K04613
Vmn2r72	K04613
Vmn2r57	K04613
Vmn2r7	K04613
Vmn2r95	K04613
Vmn2r69	K04613
Vmn2r43	K04613
Vmn2r118	K04613
Vmn2r11	K04613
Vmn2r16	K04613
Vmn2r17	K04613
Vmn2r52	K04613
Vmn2r96	K04613
Vmn2r38	K04613
Vmn2r44	K04613
Vmn2r50	K04613
Vmn2r113	K04613
Vmn2r9	K04613
Vmn2r23	K04613
Vmn2r63	K04613
Vmn2r25	K04613
Vmn2r39	K04613
Vmn2r21	K04613
Vmn2r22	K04613
Vmn2r62	K04613
Vmn2r74	K04613
Vmn2r75	K04613
Vmn2r77	K04613
Vmn2r1	K04613
Vmn2r26	K04613
Vmn2r116	K04613
Vmn2r117	K04613
Vmn2r67	K04613
Vmn2r68	K04613
Vmn2r73	K04613
Vmn2r79	K04613
Vmn2r85	K04613
Vmn2r33	K04613
Vmn2r80	K04613
Vmn2r82	K04613
Vmn2r83	K04613
Vmn2r84	K04613
Vmn2r86	K04613
Vmn2r87	K04613
Vmn2r35	K04613
Vmn2r48	K04613
Vmn2r49	K04613
Vmn2r90	K04613
Vmn2r92	K04613
Vmn2r93	K04613
Vmn2r97	K04613
Vmn2r8	K04613
Vmn2r100	K04613
Vmn2r12	K04613
Vmn2r101	K04613
Vmn2r103	K04613
Vmn2r105	K04613
Vmn2r108	K04613
Vmn2r109	K04613
Vmn2r112	K04613
Vmn2r58	K04613
Vmn2r59	K04613
Vmn2r56	K04613
Vmn2r18	K04613
Vmn2r3	K04613
Vmn2r124	K04613
Vmn2r4	K04613
Vmn2r61	K04613
Vmn2r78	K04613
Vmn2r60	K04613
Vmn2r53	K04613
Vmn2r115	K04613
Vmn2r91	K04613
Vmn2r94	K04613
Vmn2r28	K04613
Vmn2r127	K04613
Vmn2r99	K04613
Vmn2r114	K04613
Vmn2r54	K04613
Vmn2r128	K04613
Vmn2r5	K04613
Vmn2r6	K04613
Vmn2r20	K04613
Vmn2r88	K04613
Vmn2r70	K04613
Gm14496	K04613
Vmn2r76	K04613
Vmn2r29	K04613
Vmn1r223	K04614
Vmn1r79	K04614
Vmn1r243	K04614
Vmn1r101	K04614
Gm10670	K04614
Vmn1r246	K04614
Vmn1r114	K04614
Vmn1r126	K04614
Vmn1r131	K04614
Vmn1r247	K04614
Vmn1r248	K04614
Vmn1r138	K04614
Gm16451	K04614
Vmn1r250	K04614
Vmn1r253	K04614
Vmn1r149	K04614
Gm10665	K04614
Vmn1r256	K04614
Vmn1r158	K04614
Vmn1r258	K04614
Vmn1r259	K04614
Vmn1r166	K04614
Vmn1r168	K04614
Vmn1r169	K04614
Vmn1r242	K04614
Vmn1r100	K04614
Vmn1r112	K04614
Vmn1r130	K04614
Vmn1r132	K04614
Vmn1r137	K04614
Vmn1r165	K04614
Vmn1r2	K04614
Vmn1r3	K04614
Vmn1r261	K04614
Vmn1r86	K04614
Vmn1r88	K04614
Vmn1r95	K04614
Vmn1r238	K04614
Vmn1r184	K04614
Vmn1r196	K04614
Vmn1r221	K04614
Vmn1r48	K04614
Vmn1r47	K04614
Vmn1r43	K04614
Vmn1r42	K04614
Vmn1r52	K04614
V1ra8	K04614
